Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1506,Data Analytcis Course,164.0,3117.0,198.53,25.0,5.0,3.048780487804878,1749.0,2024-11-29,Hyderabad,MOBILE,analytics for data
A1509,DataAnalyticsCourse,168.0,4375.0,215.57,19.0,8.0,4.761904761904762,1267.0,2024-11-06,Hyderabad,mobile,online data analytic
A1510,Data Analytcis Course,173.0,3328.0,224.17,15.0,10.0,5.780346820809249,1904.0,2024-11-28,Hyderabad,mobile,online data analytic
A1511,Data Anlytics Corse,158.0,4336.0,238.29,26.0,9.0,5.69620253164557,1245.0,2024-11-30,Hyderabad,Tablet,online data analytic
A1514,Data Anlytics Corse,83.0,3926.0,237.07,22.0,5.0,6.024096385542169,1667.0,2024-11-07,Hyderabad,Mobile,analytics for data
A1517,Data Anlytics Corse,151.0,5700.0,182.27,13.0,3.0,1.9867549668874174,1255.0,2024-11-23,Hyderabad,Mobile,data analytics course
A1519,Data Analytcis Course,84.0,4646.0,226.32,11.0,7.0,8.333333333333332,1596.0,2024-11-30,Hyderabad,tablet,analytics for data
A1529,Data Analytics Corse,98.0,3800.0,240.45,16.0,3.0,3.061224489795918,1700.0,2024-11-01,Hyderabad,DESKTOP,data analytics course
A1531,Data Anlytics Corse,84.0,5711.0,216.02,13.0,6.0,7.142857142857142,1654.0,2024-11-17,Hyderabad,DESKTOP,data anaytics training
A1534,Data Analytics Corse,89.0,5095.0,202.21,22.0,4.0,4.49438202247191,1065.0,2024-11-07,Hyderabad,TABLET,data analytics course
A1537,Data Analytcis Course,196.0,3777.0,246.52,20.0,5.0,2.5510204081632653,1159.0,2024-11-15,Hyderabad,desktop,data analytics course
A1540,Data Analytcis Course,130.0,5384.0,218.6,24.0,8.0,6.153846153846154,1943.0,2024-11-28,Hyderabad,MOBILE,learn data analytics
A1541,Data Analytics Corse,103.0,4766.0,245.34,11.0,8.0,7.766990291262135,1488.0,2024-11-08,Hyderabad,Desktop,analytics for data
A1543,DataAnalyticsCourse,127.0,4625.0,207.62,17.0,3.0,2.3622047244094486,1811.0,2024-11-17,Hyderabad,desktop,learn data analytics
A1544,Data Anlytics Corse,170.0,4689.0,195.98,26.0,6.0,3.5294117647058822,1873.0,2024-11-14,Hyderabad,DESKTOP,data analitics online
A1548,Data Anlytics Corse,145.0,5978.0,223.3,30.0,10.0,6.896551724137931,1859.0,2024-11-20,Hyderabad,Mobile,online data analytic
A1550,Data Analytics Corse,84.0,4407.0,192.52,19.0,10.0,11.904761904761903,1221.0,2024-11-03,Hyderabad,Tablet,learn data analytics
A1551,Data Anlytics Corse,124.0,3180.0,180.8,17.0,6.0,4.838709677419355,1822.0,2024-11-11,Hyderabad,MOBILE,online data analytic
A1554,Data Anlytics Corse,151.0,5595.0,246.66,24.0,4.0,2.6490066225165565,1921.0,2024-11-29,Hyderabad,Desktop,learn data analytics
A1558,DataAnalyticsCourse,187.0,5400.0,210.0,14.0,7.0,3.7433155080213902,1945.0,2024-11-15,Hyderabad,desktop,analytics for data
A1562,DataAnalyticsCourse,155.0,3864.0,222.17,12.0,3.0,1.935483870967742,1407.0,2024-11-21,Hyderabad,mobile,data anaytics training
A1564,Data Analytcis Course,81.0,5659.0,222.98,25.0,4.0,4.938271604938271,1654.0,2024-11-19,Hyderabad,TABLET,data analitics online
A1565,Data Analytics Corse,125.0,4794.0,215.57,28.0,7.0,5.6000000000000005,1453.0,2024-11-22,Hyderabad,DESKTOP,data analitics online
A1569,Data Analytcis Course,148.0,3883.0,181.4,30.0,4.0,2.7027027027027026,1966.0,2024-11-16,Hyderabad,DESKTOP,analytics for data
A1570,DataAnalyticsCourse,92.0,4605.0,234.69,29.0,3.0,3.260869565217391,1264.0,2024-11-30,Hyderabad,mobile,data anaytics training
A1571,Data Anlytics Corse,147.0,4507.0,205.83,25.0,8.0,5.442176870748299,1728.0,2024-11-02,Hyderabad,desktop,data analytics course
A1574,DataAnalyticsCourse,173.0,4507.0,241.61,28.0,3.0,1.7341040462427744,1191.0,2024-11-13,Hyderabad,TABLET,learn data analytics
A1576,Data Analytcis Course,129.0,5874.0,200.17,12.0,5.0,3.875968992248062,1405.0,2024-11-29,Hyderabad,Tablet,online data analytic
A1579,Data Analytcis Course,92.0,4327.0,188.6,14.0,7.0,7.608695652173914,1140.0,2024-11-22,Hyderabad,Tablet,data anaytics training
A1581,Data Analytcis Course,146.0,4484.0,194.67,27.0,9.0,6.164383561643835,1234.0,2024-11-02,Hyderabad,tablet,data anaytics training
A1582,Data Anlytics Corse,178.0,4311.0,205.46,18.0,4.0,2.247191011235955,1671.0,2024-11-18,Hyderabad,Tablet,analytics for data
A1584,Data Anlytics Corse,176.0,3110.0,205.23,23.0,5.0,2.840909090909091,1746.0,2024-11-19,Hyderabad,DESKTOP,online data analytic
A1592,Data Analytcis Course,174.0,4507.0,227.96,25.0,5.0,2.8735632183908044,1566.0,2024-11-15,Hyderabad,Tablet,online data analytic
A1594,Data Analytics Corse,128.0,4729.0,243.45,25.0,9.0,7.03125,1782.0,2024-11-23,Hyderabad,desktop,learn data analytics
A1595,Data Analytcis Course,163.0,5371.0,215.89,29.0,7.0,4.294478527607362,1906.0,2024-11-05,Hyderabad,TABLET,data analytics course
A1596,Data Analytics Corse,183.0,5268.0,203.65,17.0,5.0,2.73224043715847,1731.0,2024-11-12,Hyderabad,Mobile,learn data analytics
A1599,Data Analytics Corse,174.0,3031.0,242.32,25.0,6.0,3.4482758620689653,1381.0,2024-11-08,Hyderabad,MOBILE,online data analytic
A1600,Data Anlytics Corse,142.0,5999.0,214.05,27.0,7.0,4.929577464788732,1064.0,2024-11-21,Hyderabad,desktop,analytics for data
A1602,Data Analytics Corse,118.0,5889.0,193.01,17.0,10.0,8.47457627118644,1789.0,2024-11-10,Hyderabad,DESKTOP,online data analytic
A1606,Data Anlytics Corse,173.0,5233.0,229.38,28.0,7.0,4.046242774566474,1322.0,2024-11-16,Hyderabad,MOBILE,learn data analytics
A1608,Data Anlytics Corse,105.0,4691.0,213.15,21.0,3.0,2.857142857142857,1276.0,2024-11-22,Hyderabad,desktop,analytics for data
A1611,Data Analytcis Course,110.0,4430.0,197.84,23.0,5.0,4.545454545454546,1505.0,2024-11-15,Hyderabad,Mobile,learn data analytics
A1612,Data Analytcis Course,193.0,4860.0,181.27,14.0,5.0,2.5906735751295336,1505.0,2024-11-16,Hyderabad,desktop,online data analytic
A1614,Data Analytics Corse,141.0,5000.0,223.7,29.0,10.0,7.092198581560284,1909.0,2024-11-12,Hyderabad,TABLET,data analitics online
A1616,Data Analytcis Course,179.0,4236.0,245.01,23.0,7.0,3.910614525139665,1822.0,2024-11-07,Hyderabad,Mobile,learn data analytics
A1619,Data Anlytics Corse,85.0,5247.0,219.97,15.0,7.0,8.235294117647058,1612.0,2024-11-20,Hyderabad,desktop,analytics for data
A1620,Data Anlytics Corse,179.0,3685.0,202.66,15.0,7.0,3.910614525139665,1634.0,2024-11-18,Hyderabad,DESKTOP,data analytics course
A1623,DataAnalyticsCourse,140.0,3423.0,223.95,30.0,4.0,2.857142857142857,1480.0,2024-11-03,Hyderabad,DESKTOP,analytics for data
A1628,Data Anlytics Corse,178.0,3370.0,180.66,25.0,9.0,5.056179775280898,1830.0,2024-11-24,Hyderabad,DESKTOP,online data analytic
A1633,Data Analytcis Course,106.0,4740.0,229.13,19.0,3.0,2.8301886792452833,1149.0,2024-11-11,Hyderabad,Desktop,online data analytic
A1635,Data Analytcis Course,111.0,4161.0,185.58,10.0,7.0,6.306306306306306,1434.0,2024-11-04,Hyderabad,desktop,data anaytics training
A1638,Data Anlytics Corse,146.0,5457.0,215.57,15.0,5.0,3.4246575342465753,1029.0,2024-11-02,Hyderabad,desktop,data analytics course
A1641,Data Analytcis Course,82.0,3454.0,228.02,30.0,7.0,8.536585365853659,1463.0,2024-11-09,Hyderabad,Desktop,learn data analytics
A1643,Data Analytcis Course,199.0,4287.0,235.58,12.0,10.0,5.025125628140704,1276.0,2024-11-10,Hyderabad,tablet,data analytics course
A1644,DataAnalyticsCourse,123.0,5000.0,187.67,25.0,3.0,2.4390243902439024,1351.0,2024-11-07,Hyderabad,tablet,data analitics online
A1645,DataAnalyticsCourse,154.0,3437.0,211.63,28.0,4.0,2.5974025974025974,1604.0,2024-11-14,Hyderabad,Tablet,data anaytics training
A1648,Data Analytics Corse,87.0,3639.0,220.76,22.0,3.0,3.4482758620689653,1231.0,2024-11-14,Hyderabad,mobile,analytics for data
A1650,Data Analytcis Course,137.0,5400.0,180.04,10.0,10.0,7.2992700729927,1375.0,2024-11-29,Hyderabad,TABLET,analytics for data
A1651,DataAnalyticsCourse,188.0,5528.0,245.03,13.0,10.0,5.319148936170213,1202.0,2024-11-29,Hyderabad,desktop,analytics for data
A1652,Data Anlytics Corse,162.0,5456.0,193.69,10.0,6.0,3.7037037037037033,1992.0,2024-11-29,Hyderabad,tablet,online data analytic
A1653,Data Analytcis Course,102.0,4308.0,221.54,13.0,7.0,6.862745098039216,1096.0,2024-11-08,Hyderabad,Mobile,data analitics online
A1658,Data Analytcis Course,91.0,4506.0,195.99,12.0,3.0,3.296703296703297,1179.0,2024-11-22,Hyderabad,Tablet,learn data analytics
A1659,DataAnalyticsCourse,87.0,4869.0,220.97,29.0,5.0,5.747126436781609,1480.0,2024-11-05,Hyderabad,DESKTOP,data anaytics training
A1665,Data Anlytics Corse,181.0,4150.0,236.69,15.0,5.0,2.7624309392265194,1251.0,2024-11-10,Hyderabad,MOBILE,data analitics online
A1668,Data Analytics Corse,125.0,5767.0,215.57,12.0,8.0,6.4,1020.0,2024-11-19,Hyderabad,Tablet,data analitics online
A1669,Data Anlytics Corse,163.0,4507.0,215.57,11.0,3.0,1.8404907975460123,1819.0,2024-11-20,Hyderabad,TABLET,data anaytics training
A1670,Data Analytics Corse,129.0,3787.0,229.81,10.0,6.0,4.651162790697675,1221.0,2024-11-13,Hyderabad,desktop,online data analytic
A1672,Data Analytcis Course,104.0,3031.0,188.47,13.0,6.0,5.769230769230769,1998.0,2024-11-05,Hyderabad,desktop,data anaytics training
A1673,DataAnalyticsCourse,132.0,3754.0,180.88,21.0,10.0,7.575757575757576,1601.0,2024-11-24,Hyderabad,Mobile,online data analytic
A1679,Data Anlytics Corse,116.0,4538.0,221.74,23.0,9.0,7.758620689655173,1639.0,2024-11-24,Hyderabad,Desktop,data anaytics training
A1681,DataAnalyticsCourse,96.0,3346.0,248.48,15.0,7.0,7.291666666666667,1118.0,2024-11-28,Hyderabad,desktop,data analitics online
A1689,Data Analytics Corse,104.0,5291.0,186.93,19.0,10.0,9.615384615384617,1805.0,2024-11-29,Hyderabad,tablet,data analytics course
A1690,Data Analytcis Course,101.0,4840.0,230.68,21.0,9.0,8.91089108910891,1556.0,2024-11-22,Hyderabad,Desktop,data anaytics training
A1691,Data Analytcis Course,173.0,4246.0,202.95,27.0,3.0,1.7341040462427744,1276.0,2024-11-29,Hyderabad,tablet,learn data analytics
A1697,Data Analytcis Course,90.0,4566.0,228.82,29.0,9.0,10.0,1697.0,2024-11-13,Hyderabad,Desktop,data anaytics training
A1698,Data Anlytics Corse,111.0,4245.0,245.76,22.0,8.0,7.207207207207207,1505.0,2024-11-07,Hyderabad,desktop,online data analytic
A1701,Data Anlytics Corse,188.0,5336.0,188.73,17.0,3.0,1.5957446808510638,1601.0,2024-11-03,Hyderabad,TABLET,online data analytic
A1703,Data Analytcis Course,94.0,4544.0,235.77,23.0,8.0,8.51063829787234,1342.0,2024-11-05,Hyderabad,tablet,online data analytic
A1708,Data Analytcis Course,163.0,5310.0,242.76,26.0,9.0,5.521472392638037,1793.0,2024-11-12,Hyderabad,mobile,learn data analytics
A1709,Data Anlytics Corse,147.0,5014.0,193.08,12.0,8.0,5.442176870748299,1017.0,2024-11-11,Hyderabad,tablet,online data analytic
A1711,DataAnalyticsCourse,140.0,5916.0,234.46,17.0,6.0,4.285714285714286,1982.0,2024-11-02,Hyderabad,desktop,data analytics course
A1715,Data Analytcis Course,126.0,5460.0,210.83,24.0,10.0,7.936507936507936,1326.0,2024-11-14,Hyderabad,TABLET,online data analytic
A1716,Data Analytics Corse,110.0,3159.0,197.92,26.0,10.0,9.090909090909092,1608.0,2024-11-18,Hyderabad,MOBILE,data analitics online
A1728,DataAnalyticsCourse,138.0,4025.0,220.96,21.0,7.0,5.072463768115942,1416.0,2024-11-24,Hyderabad,tablet,data analitics online
A1729,Data Analytcis Course,193.0,3800.0,199.76,27.0,9.0,4.66321243523316,1393.0,2024-11-17,Hyderabad,mobile,data analytics course
A1731,DataAnalyticsCourse,142.0,3565.0,180.39,26.0,5.0,3.5211267605633805,1147.0,2024-11-01,Hyderabad,tablet,data anaytics training
A1738,Data Analytics Corse,146.0,5297.0,198.89,30.0,8.0,5.47945205479452,2000.0,2024-11-02,Hyderabad,desktop,data anaytics training
A1744,Data Analytics Corse,176.0,5868.0,184.46,20.0,4.0,2.272727272727273,1229.0,2024-11-20,Hyderabad,desktop,data analytics course
A1745,Data Anlytics Corse,111.0,3050.0,208.87,10.0,7.0,6.306306306306306,1774.0,2024-11-26,Hyderabad,TABLET,analytics for data
A1746,Data Anlytics Corse,186.0,5301.0,215.57,14.0,9.0,4.838709677419355,1230.0,2024-11-17,Hyderabad,desktop,learn data analytics
A1752,Data Anlytics Corse,145.0,3874.0,215.57,10.0,10.0,6.896551724137931,1153.0,2024-11-30,Hyderabad,Mobile,data anaytics training
A1756,Data Anlytics Corse,140.0,4373.0,199.32,16.0,5.0,3.571428571428571,1150.0,2024-11-02,Hyderabad,desktop,data anaytics training
A1757,DataAnalyticsCourse,140.0,4507.0,234.85,11.0,8.0,5.714285714285714,1398.0,2024-11-04,Hyderabad,Desktop,data anaytics training
A1761,Data Analytcis Course,148.0,5510.0,210.42,27.0,4.0,2.7027027027027026,1352.0,2024-11-06,Hyderabad,MOBILE,learn data analytics
A1762,Data Anlytics Corse,103.0,5628.0,195.6,24.0,8.0,7.766990291262135,1065.0,2024-11-09,Hyderabad,MOBILE,analytics for data
A1763,Data Analytcis Course,115.0,5445.0,183.55,21.0,7.0,6.086956521739131,1721.0,2024-11-07,Hyderabad,TABLET,data analytics course
A1767,DataAnalyticsCourse,172.0,3334.0,243.12,30.0,9.0,5.232558139534884,1505.0,2024-11-08,Hyderabad,Mobile,online data analytic
A1768,DataAnalyticsCourse,172.0,5546.0,241.81,24.0,10.0,5.813953488372093,1681.0,2024-11-03,Hyderabad,Desktop,learn data analytics
A1770,Data Analytics Corse,196.0,4964.0,249.47,26.0,9.0,4.591836734693878,1996.0,2024-11-19,Hyderabad,Mobile,learn data analytics
A1772,Data Analytics Corse,103.0,5244.0,205.9,22.0,7.0,6.796116504854369,1954.0,2024-11-16,Hyderabad,Mobile,analytics for data
A1778,DataAnalyticsCourse,87.0,5506.0,188.77,11.0,5.0,5.747126436781609,1774.0,2024-11-22,Hyderabad,MOBILE,learn data analytics
A1779,Data Analytcis Course,140.0,4798.0,198.45,20.0,10.0,7.142857142857142,1937.0,2024-11-14,Hyderabad,MOBILE,data anaytics training
A1780,Data Anlytics Corse,139.0,5763.0,214.49,15.0,5.0,3.597122302158273,1781.0,2024-11-01,Hyderabad,DESKTOP,data analitics online
A1781,Data Analytcis Course,193.0,3271.0,187.76,30.0,9.0,4.66321243523316,1209.0,2024-11-13,Hyderabad,Tablet,online data analytic
A1785,DataAnalyticsCourse,197.0,4373.0,218.3,18.0,9.0,4.568527918781726,1988.0,2024-11-14,Hyderabad,Desktop,learn data analytics
A1787,DataAnalyticsCourse,96.0,5503.0,243.51,11.0,6.0,6.25,1687.0,2024-11-02,Hyderabad,Desktop,data analitics online
A1789,Data Anlytics Corse,162.0,5161.0,240.72,16.0,7.0,4.320987654320987,1649.0,2024-11-15,Hyderabad,TABLET,learn data analytics
A1791,Data Analytics Corse,110.0,4161.0,204.28,16.0,10.0,9.090909090909092,1447.0,2024-11-14,Hyderabad,mobile,data analitics online
A1792,Data Analytics Corse,103.0,5332.0,243.72,16.0,3.0,2.912621359223301,1882.0,2024-11-28,Hyderabad,desktop,online data analytic
A1794,DataAnalyticsCourse,132.0,4117.0,239.04,28.0,3.0,2.272727272727273,1761.0,2024-11-07,Hyderabad,mobile,analytics for data
A1806,Data Anlytics Corse,186.0,5073.0,233.58,15.0,4.0,2.1505376344086025,1965.0,2024-11-04,Hyderabad,tablet,online data analytic
A1808,DataAnalyticsCourse,150.0,3323.0,227.55,14.0,4.0,2.666666666666667,1931.0,2024-11-18,Hyderabad,MOBILE,data analytics course
A1813,Data Anlytics Corse,181.0,3863.0,180.12,17.0,7.0,3.867403314917127,1892.0,2024-11-28,Hyderabad,DESKTOP,data analytics course
A1815,Data Analytcis Course,173.0,5463.0,232.38,17.0,5.0,2.8901734104046244,1568.0,2024-11-26,Hyderabad,Desktop,analytics for data
A1818,Data Analytcis Course,135.0,4645.0,182.94,12.0,7.0,5.185185185185185,1927.0,2024-11-30,Hyderabad,Desktop,online data analytic
A1819,DataAnalyticsCourse,169.0,3317.0,232.35,29.0,3.0,1.7751479289940828,1988.0,2024-11-24,Hyderabad,Mobile,data anaytics training
A1820,Data Analytcis Course,120.0,3235.0,220.67,11.0,4.0,3.3333333333333335,1890.0,2024-11-17,Hyderabad,mobile,learn data analytics
A1829,DataAnalyticsCourse,109.0,4941.0,242.54,18.0,9.0,8.256880733944955,1278.0,2024-11-11,Hyderabad,desktop,data anaytics training
A1835,Data Analytcis Course,88.0,3733.0,244.35,12.0,8.0,9.090909090909092,1622.0,2024-11-27,Hyderabad,Mobile,online data analytic
A1841,Data Anlytics Corse,122.0,5774.0,224.4,23.0,10.0,8.19672131147541,1330.0,2024-11-14,Hyderabad,MOBILE,learn data analytics
A1843,Data Analytcis Course,157.0,4414.0,240.57,17.0,9.0,5.7324840764331215,1483.0,2024-11-27,Hyderabad,Desktop,learn data analytics
A1853,DataAnalyticsCourse,82.0,4163.0,208.08,30.0,8.0,9.75609756097561,1297.0,2024-11-04,Hyderabad,MOBILE,data analytics course
A1854,Data Analytics Corse,90.0,4330.0,249.24,20.0,4.0,4.444444444444445,1618.0,2024-11-15,Hyderabad,tablet,data anaytics training
A1855,Data Anlytics Corse,122.0,5882.0,189.76,25.0,7.0,5.737704918032787,1357.0,2024-11-25,Hyderabad,Tablet,analytics for data
A1858,Data Analytcis Course,91.0,5609.0,228.27,12.0,10.0,10.989010989010989,1098.0,2024-11-11,Hyderabad,desktop,analytics for data
A1859,Data Anlytics Corse,168.0,4390.0,195.52,22.0,10.0,5.952380952380952,1553.0,2024-11-04,Hyderabad,DESKTOP,data analytics course
A1861,DataAnalyticsCourse,130.0,5787.0,218.79,13.0,10.0,7.6923076923076925,1679.0,2024-11-09,Hyderabad,MOBILE,online data analytic
A1863,Data Analytics Corse,142.0,4223.0,222.28,27.0,5.0,3.5211267605633805,1506.0,2024-11-07,Hyderabad,desktop,learn data analytics
A1865,Data Analytics Corse,186.0,3988.0,237.69,15.0,5.0,2.6881720430107525,1603.0,2024-11-14,Hyderabad,TABLET,data analytics course
A1867,Data Analytics Corse,85.0,3718.0,224.14,21.0,6.0,7.0588235294117645,1938.0,2024-11-04,Hyderabad,Desktop,online data analytic
A1868,Data Analytics Corse,115.0,5343.0,239.92,20.0,8.0,6.956521739130435,1381.0,2024-11-15,Hyderabad,desktop,learn data analytics
A1871,Data Analytics Corse,175.0,4958.0,245.96,22.0,10.0,5.714285714285714,1777.0,2024-11-21,Hyderabad,Mobile,online data analytic
A1874,Data Anlytics Corse,140.0,4539.0,244.4,18.0,6.0,4.285714285714286,1638.0,2024-11-28,Hyderabad,Mobile,analytics for data
A1878,Data Anlytics Corse,93.0,3015.0,232.01,21.0,4.0,4.301075268817205,1770.0,2024-11-26,Hyderabad,Mobile,learn data analytics
A1883,Data Analytics Corse,122.0,5179.0,215.57,11.0,4.0,3.278688524590164,1507.0,2024-11-18,Hyderabad,tablet,analytics for data
A1885,Data Anlytics Corse,140.0,5297.0,223.9,28.0,6.0,4.285714285714286,1630.0,2024-11-21,Hyderabad,mobile,data analytics course
A1891,Data Analytics Corse,138.0,4381.0,191.55,28.0,7.0,5.072463768115942,1756.0,2024-11-01,Hyderabad,Tablet,data anaytics training
A1894,Data Anlytics Corse,111.0,4026.0,229.01,13.0,3.0,2.7027027027027026,1438.0,2024-11-01,Hyderabad,Desktop,learn data analytics
A1895,DataAnalyticsCourse,184.0,5560.0,189.14,14.0,6.0,3.260869565217391,1250.0,2024-11-17,Hyderabad,tablet,data analitics online
A1896,Data Anlytics Corse,128.0,4500.0,188.21,10.0,3.0,2.34375,1087.0,2024-11-14,Hyderabad,Desktop,online data analytic
A1900,Data Analytics Corse,91.0,3721.0,231.45,24.0,6.0,6.593406593406594,1505.0,2024-11-14,Hyderabad,tablet,online data analytic
A1901,DataAnalyticsCourse,143.0,4143.0,191.68,20.0,5.0,3.4965034965034967,1460.0,2024-11-30,Hyderabad,tablet,analytics for data
A1904,Data Analytcis Course,134.0,3623.0,221.65,19.0,5.0,3.731343283582089,1937.0,2024-11-24,Hyderabad,Desktop,data analitics online
A1906,Data Anlytics Corse,170.0,3144.0,215.57,21.0,3.0,1.7647058823529411,1695.0,2024-11-05,Hyderabad,desktop,data analitics online
A1908,Data Analytcis Course,169.0,3619.0,246.66,28.0,3.0,1.7751479289940828,1354.0,2024-11-25,Hyderabad,desktop,online data analytic
A1909,Data Anlytics Corse,172.0,4696.0,242.17,26.0,3.0,1.744186046511628,1719.0,2024-11-06,Hyderabad,desktop,data analytics course
A1914,Data Analytcis Course,174.0,3570.0,222.65,25.0,3.0,1.7241379310344827,1505.0,2024-11-19,Hyderabad,tablet,learn data analytics
A1915,DataAnalyticsCourse,122.0,4632.0,236.57,13.0,6.0,4.918032786885246,1001.0,2024-11-15,Hyderabad,DESKTOP,data analytics course
A1928,Data Analytcis Course,126.0,3613.0,208.74,18.0,7.0,5.555555555555555,1106.0,2024-11-06,Hyderabad,DESKTOP,learn data analytics
A1931,Data Anlytics Corse,158.0,4519.0,191.84,26.0,4.0,2.5316455696202533,1505.0,2024-11-29,Hyderabad,DESKTOP,data analitics online
A1932,DataAnalyticsCourse,80.0,3777.0,199.52,12.0,7.0,8.75,1694.0,2024-11-22,Hyderabad,Desktop,learn data analytics
A1935,Data Analytics Corse,149.0,3471.0,242.14,23.0,4.0,2.684563758389262,1937.0,2024-11-19,Hyderabad,Desktop,data anaytics training
A1939,Data Anlytics Corse,153.0,3285.0,226.26,12.0,7.0,4.57516339869281,1838.0,2024-11-21,Hyderabad,DESKTOP,online data analytic
A1940,DataAnalyticsCourse,142.0,3431.0,235.09,19.0,7.0,4.929577464788732,1334.0,2024-11-08,Hyderabad,DESKTOP,data analitics online
A1941,Data Anlytics Corse,91.0,4600.0,194.14,19.0,7.0,7.6923076923076925,1255.0,2024-11-19,Hyderabad,mobile,data analitics online
A1943,DataAnalyticsCourse,115.0,5472.0,230.29,26.0,4.0,3.4782608695652173,1275.0,2024-11-07,Hyderabad,MOBILE,learn data analytics
A1948,Data Analytcis Course,116.0,4224.0,245.99,10.0,5.0,4.310344827586207,1054.0,2024-11-05,Hyderabad,tablet,data analitics online
A1952,Data Anlytics Corse,167.0,5588.0,181.95,18.0,9.0,5.389221556886228,1505.0,2024-11-23,Hyderabad,tablet,data anaytics training
A1953,Data Analytics Corse,186.0,4689.0,204.31,26.0,6.0,3.225806451612903,1936.0,2024-11-21,Hyderabad,Desktop,data analitics online
A1956,Data Analytics Corse,185.0,3719.0,245.91,17.0,9.0,4.864864864864865,1218.0,2024-11-09,Hyderabad,MOBILE,online data analytic
A1957,Data Anlytics Corse,162.0,3337.0,200.94,11.0,9.0,5.555555555555555,1820.0,2024-11-16,Hyderabad,mobile,data analytics course
A1967,DataAnalyticsCourse,156.0,4771.0,199.3,26.0,8.0,5.128205128205128,1823.0,2024-11-04,Hyderabad,Tablet,data analitics online
A1973,Data Anlytics Corse,145.0,3804.0,236.92,29.0,8.0,5.517241379310345,1328.0,2024-11-23,Hyderabad,TABLET,data analytics course
A1975,Data Analytics Corse,156.0,3273.0,189.36,14.0,6.0,3.8461538461538463,1860.0,2024-11-15,Hyderabad,MOBILE,data analitics online
A1978,DataAnalyticsCourse,106.0,3102.0,214.56,12.0,7.0,6.60377358490566,1881.0,2024-11-25,Hyderabad,MOBILE,learn data analytics
A1980,Data Analytics Corse,93.0,4054.0,244.73,11.0,8.0,8.60215053763441,1066.0,2024-11-24,Hyderabad,desktop,online data analytic
A1982,Data Analytics Corse,135.0,4430.0,196.18,12.0,9.0,6.666666666666667,1374.0,2024-11-08,Hyderabad,mobile,analytics for data
A1983,Data Analytcis Course,138.0,5356.0,204.86,15.0,9.0,6.521739130434782,1268.0,2024-11-22,Hyderabad,Mobile,online data analytic
A1985,DataAnalyticsCourse,151.0,5301.0,232.06,13.0,9.0,5.960264900662252,1893.0,2024-11-05,Hyderabad,MOBILE,data analitics online
A1986,DataAnalyticsCourse,189.0,3031.0,209.84,25.0,6.0,3.1746031746031744,1936.0,2024-11-26,Hyderabad,tablet,online data analytic
A1990,Data Analytics Corse,94.0,5435.0,231.42,21.0,5.0,5.319148936170213,1114.0,2024-11-03,Hyderabad,desktop,data analitics online
A1995,DataAnalyticsCourse,106.0,4738.0,196.7,17.0,4.0,3.7735849056603774,1515.0,2024-11-29,Hyderabad,TABLET,data anaytics training
A1998,DataAnalyticsCourse,120.0,4303.0,202.8,21.0,4.0,3.3333333333333335,1033.0,2024-11-26,Hyderabad,tablet,online data analytic
A1999,Data Analytcis Course,189.0,5201.0,210.87,21.0,10.0,5.291005291005291,1560.0,2024-11-11,Hyderabad,Mobile,data analytics course
A2005,Data Anlytics Corse,140.0,3689.0,249.33,20.0,9.0,6.428571428571428,1329.0,2024-11-22,Hyderabad,Mobile,learn data analytics
A2008,Data Anlytics Corse,139.0,4036.0,242.12,25.0,5.0,3.597122302158273,1329.0,2024-11-26,Hyderabad,tablet,learn data analytics
A2009,Data Analytics Corse,142.0,4497.0,198.98,27.0,3.0,2.112676056338028,1582.0,2024-11-30,Hyderabad,Tablet,analytics for data
A2011,Data Analytcis Course,140.0,5849.0,215.57,27.0,3.0,2.142857142857143,1146.0,2024-11-25,Hyderabad,tablet,learn data analytics
A2018,Data Analytcis Course,121.0,3366.0,246.56,25.0,7.0,5.785123966942149,1170.0,2024-11-02,Hyderabad,DESKTOP,online data analytic
A2019,Data Analytcis Course,153.0,3381.0,231.35,29.0,5.0,3.2679738562091507,1769.0,2024-11-28,Hyderabad,TABLET,data analytics course
A2024,Data Analytics Corse,96.0,3958.0,238.06,17.0,4.0,4.166666666666666,1750.0,2024-11-07,Hyderabad,mobile,online data analytic
A2026,Data Analytcis Course,132.0,5514.0,208.57,16.0,7.0,5.303030303030303,1072.0,2024-11-26,Hyderabad,Mobile,online data analytic
A2029,Data Anlytics Corse,82.0,4330.0,228.68,18.0,8.0,9.75609756097561,1510.0,2024-11-04,Hyderabad,DESKTOP,analytics for data
A2037,DataAnalyticsCourse,164.0,5403.0,213.0,11.0,8.0,4.878048780487805,1505.0,2024-11-22,Hyderabad,Desktop,analytics for data
A2039,Data Analytics Corse,116.0,5757.0,218.69,10.0,7.0,6.0344827586206895,1834.0,2024-11-23,Hyderabad,MOBILE,online data analytic
A2041,Data Analytcis Course,164.0,4053.0,245.26,28.0,7.0,4.2682926829268295,1384.0,2024-11-01,Hyderabad,Tablet,learn data analytics
A2050,Data Anlytics Corse,140.0,4653.0,194.99,11.0,5.0,3.571428571428571,1928.0,2024-11-12,Hyderabad,Tablet,learn data analytics
